,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
169,2024-01-03,5679194,782262820,136.0,139.5,135.0,139.5,0.5,3880
170,2024-01-04,2878315,399592931,138.5,139.5,137.5,139.5,0.0,2355
171,2024-01-05,2521693,348647154,139.5,139.5,137.0,139.0,-0.5,2106
172,2024-01-08,1749664,242387873,139.5,139.5,137.5,139.0,0.0,1343
173,2024-01-09,7198233,952954520,132.0,134.0,130.0,134.0,-5.0,5163
174,2024-01-10,2655763,360139531,134.0,137.0,133.0,137.0,3.0,2121
175,2024-01-11,1193408,162406120,137.0,137.0,135.0,136.0,-1.0,1465
176,2024-01-12,1596614,216360677,136.0,137.0,134.5,135.5,-0.5,1283
177,2024-01-15,965829,131804429,136.0,137.0,135.5,137.0,1.5,998
178,2024-01-16,2133790,293877629,138.0,138.5,136.5,138.5,1.5,1765
179,2024-01-17,3089762,427112067,137.0,139.0,137.0,138.0,-0.5,2335
180,2024-01-18,1845003,252732240,138.0,138.0,136.0,137.5,-0.5,1406
181,2024-01-19,1599637,218989605,137.5,137.5,136.0,137.5,0.0,1118
182,2024-01-22,1296893,178976163,138.0,139.0,137.0,139.0,1.5,1186
183,2024-01-23,919531,127423811,139.0,139.0,137.5,139.0,0.0,950
184,2024-01-24,841184,116551229,139.0,139.0,138.0,138.0,-1.0,792
185,2024-01-25,966590,133779471,138.0,139.0,137.5,139.0,1.0,834
186,2024-01-26,1290968,179498616,138.5,139.5,138.5,139.5,0.5,1149
187,2024-01-29,748375,104583392,139.5,140.0,139.0,140.0,0.5,954
188,2024-01-30,960483,133829334,140.0,140.5,138.5,138.5,-1.5,1061
189,2024-01-31,937356,129830617,139.0,139.0,138.0,138.5,0.0,625
190,2024-02-01,1402290,192379908,138.0,138.5,136.5,137.0,-1.5,1347
191,2024-02-02,721324,99442259,138.0,138.5,136.5,138.5,1.5,742
192,2024-02-05,978955,136040713,138.0,139.5,137.5,139.5,1.0,1071
193,2024-02-15,1724473,241206407,139.5,141.0,139.0,140.0,0.5,1638
194,2024-02-16,1571108,218524801,141.0,141.0,138.5,139.0,-1.0,1761
195,2024-02-19,2019211,281735655,139.5,141.0,138.5,141.0,2.0,1612
196,2024-02-20,1522982,214839083,141.0,142.0,140.5,140.5,-0.5,1334
197,2024-02-21,1673729,238487194,141.0,143.5,140.5,143.0,2.5,1579
198,2024-02-22,1868465,270418240,143.0,145.5,142.5,145.0,2.0,1728
199,2024-02-23,1136257,164820223,145.0,146.0,144.0,145.0,0.0,1197
200,2024-02-26,1827765,268762638,145.5,148.5,145.0,147.0,2.0,1745
201,2024-02-27,2044875,299867835,148.0,148.0,145.0,146.5,-0.5,1697
202,2024-02-29,2322050,342512591,146.5,148.5,146.0,147.5,1.0,1919
203,2024-03-01,5249426,759584787,146.5,147.0,142.5,144.0,-3.5,3506
204,2024-03-04,4218455,624541872,146.0,149.5,145.0,148.5,4.5,2750
205,2024-03-05,4162173,614246565,149.0,149.0,146.0,149.0,0.5,3313
206,2024-03-06,3768392,562143674,147.0,151.0,147.0,151.0,2.0,3168
207,2024-03-07,10626419,1687791006,151.5,166.0,150.0,166.0,15.0,7179
208,2024-03-08,14530526,2485345569,172.5,176.5,166.0,170.0,4.0,11356
209,2024-03-11,5499440,924873035,170.0,172.0,166.0,167.5,-2.5,14920
210,2024-03-12,7340143,1283693938,167.5,178.5,167.0,177.5,10.0,8666
211,2024-03-13,10072326,1833924239,179.0,186.0,176.5,184.0,6.5,12623
212,2024-03-14,11178564,2022286878,185.0,189.0,176.0,180.0,-4.0,10122
213,2024-03-15,9669919,1674648802,178.0,178.5,170.5,172.5,-7.5,8640
214,2024-03-18,6836275,1193358267,172.5,178.0,170.5,176.5,4.0,4923
215,2024-03-19,14937533,2794937659,176.5,191.0,176.0,187.0,10.5,12904
216,2024-03-20,17935985,3454620678,197.0,202.0,186.5,188.5,1.5,20351
217,2024-03-21,9013578,1661635350,193.0,193.5,182.0,183.0,-5.5,8322
218,2024-03-22,9262409,1635972256,182.0,182.0,174.0,176.0,-7.0,8474
219,2024-03-25,5799191,1008534512,176.5,180.0,172.0,172.0,-4.0,9630
220,2024-03-26,6815657,1162213860,173.5,176.0,167.5,170.5,-1.5,6341
221,2024-03-27,8516685,1465840163,173.5,175.5,168.0,172.0,1.5,6805
222,2024-03-28,13934819,2447979523,179.0,181.0,172.0,172.5,0.5,11242
223,2024-03-29,12100605,2061259484,173.5,174.0,168.5,169.0,-3.5,9909
224,2024-04-01,5690307,961863812,166.5,172.0,165.0,169.5,0.5,5093
225,2024-04-02,5771724,995813104,169.0,174.0,169.0,174.0,4.5,3939
226,2024-04-03,4748516,822548725,172.0,175.0,170.0,174.0,0.0,4476
227,2024-04-08,4249905,726589941,173.0,174.0,170.0,170.5,-3.5,3873
228,2024-04-09,3143889,543120258,171.5,174.0,171.5,172.5,2.0,2459
229,2024-04-10,3509807,612616528,173.5,176.0,171.0,175.0,2.5,5347
230,2024-04-11,2482724,432131861,175.0,176.0,171.5,175.5,0.5,4952
231,2024-04-12,2298094,403426401,174.5,176.5,174.0,175.5,0.0,2191
232,2024-04-15,3533729,622164979,173.0,177.5,173.0,176.5,1.0,2762
233,2024-04-16,5924426,1045318893,175.5,179.0,174.5,176.5,0.0,4694
234,2024-04-17,4153977,742654726,178.5,180.0,177.0,179.0,2.5,7060
235,2024-04-18,3338050,603112192,179.5,182.0,178.5,182.0,3.0,3098
236,2024-04-19,5794263,1028445941,180.5,181.0,172.5,177.0,-5.0,17885
237,2024-04-22,2982023,523385677,177.0,179.0,173.0,175.0,-2.0,5304
238,2024-04-23,1655438,289020885,176.5,177.0,173.0,174.5,-0.5,6232
239,2024-04-24,2330473,412867490,176.5,179.0,175.0,177.0,2.5,2624
240,2024-04-25,13217772,2531142263,181.0,194.5,180.5,194.5,17.5,11602
241,2024-04-26,12353278,2398971682,195.0,197.0,189.5,195.5,1.0,20533
242,2024-04-29,3513030,689444346,195.0,198.0,193.0,197.5,2.0,4319
243,2024-04-30,4170759,830979721,197.5,201.5,197.0,199.0,1.5,3803
244,2024-05-02,7707731,1584989933,200.0,210.0,196.5,207.5,8.5,12483
245,2024-05-03,3943488,821892714,208.5,212.0,205.5,207.0,-0.5,4371
246,2024-05-06,3760917,787033854,209.0,212.0,206.0,209.0,2.0,3667
247,2024-05-07,4264007,882359503,209.0,209.5,204.0,206.0,-3.0,9699
248,2024-05-08,3320608,680121272,205.5,208.0,201.0,205.5,-0.5,5541
249,2024-05-09,3104231,637139115,207.5,209.0,203.0,204.0,-1.5,3436
250,2024-05-10,3446070,701816506,204.0,205.5,201.0,203.5,-0.5,5413
251,2024-05-13,3061614,611289317,204.0,204.5,197.0,198.0,-5.5,13976
252,2024-05-14,2268509,448833962,198.0,200.5,194.0,198.5,0.5,8661
253,2024-05-15,1922143,379977284,199.0,201.0,196.0,196.0,-2.5,20029
254,2024-05-16,1994475,397612392,196.5,201.0,196.5,200.0,4.0,3987
255,2024-05-17,1639865,330116503,200.0,203.0,199.5,202.0,2.0,2773
256,2024-05-20,2760031,549364945,203.0,203.5,196.5,198.5,-3.5,20353
257,2024-05-21,1698121,339831182,198.0,201.5,198.0,200.0,1.5,3859
258,2024-05-22,1304503,262057266,200.0,202.0,199.0,202.0,2.0,4525
259,2024-05-23,2174803,432093773,202.0,202.0,197.0,197.5,-4.5,18369
260,2024-05-24,1370955,270715414,197.0,199.0,195.0,197.0,-0.5,6396
261,2024-05-27,1907734,378634749,197.5,200.0,197.0,198.0,1.0,10711
262,2024-05-28,1618972,324454572,200.0,202.0,198.0,200.5,2.5,3469
263,2024-05-29,1722019,345229715,200.5,203.0,198.0,200.0,-0.5,4705
264,2024-05-30,3517949,693751669,199.5,199.5,196.0,198.0,-2.0,30004
265,2024-05-31,6119759,1205437768,197.5,200.0,195.0,196.5,-1.5,10707
266,2024-06-03,2789435,557278296,197.5,201.5,196.0,201.0,4.5,2454
267,2024-06-04,5949748,1240423724,201.0,212.0,200.0,211.5,10.5,5525
268,2024-06-05,5422000,1156576000,212.0,215.5,207.5,215.0,3.5,3749
